,ht,ht_wins,ht_losses,ht_l10_hits_h,ht_l10_hits_a,ht_l10_rbis_h,ht_l10_rbis_a,ht_l10_ers_h,ht_l10_ers_a,at,at_wins,at_losses,at_l10_hits_h,at_l10_hits_a,at_l10_rbis_h,at_l10_rbis_a,at_l10_ers_h,at_l10_ers_a,home_team_won
315,LAN,10,10,85,84,46,42,39,34,MIA,5,16,86,57,32,25,44,68,True
316,SFN,9,12,65,80,29,30,26,32,WAS,10,12,73,79,26,47,36,50,True
317,BAL,6,16,48,89,18,45,37,54,CLE,11,8,59,81,27,38,16,34,False
318,CHA,4,14,60,80,21,43,53,59,SEA,11,9,75,96,35,49,45,53,True
319,HOU,16,7,63,99,33,56,20,20,ANA,14,8,65,121,32,63,60,27,False
320,NYA,11,9,94,66,55,38,40,41,MIN,8,8,66,68,28,37,29,38,True
321,TEX,8,15,78,79,38,35,62,30,OAK,11,11,101,74,50,45,34,43,False
322,CIN,4,18,67,67,31,26,51,43,ATL,12,9,97,79,61,36,33,35,True
323,COL,12,12,81,60,39,36,68,33,SDN,9,15,70,85,38,37,44,31,True
324,LAN,11,10,87,84,45,42,40,34,MIA,5,17,86,63,32,26,44,70,False
325,PHI,14,7,83,72,61,37,20,37,ARI,15,6,71,65,35,40,21,29,False
326,SFN,10,12,71,80,33,30,28,32,WAS,10,13,73,76,26,43,36,49,True
327,SLN,13,8,69,92,34,57,26,29,NYN,14,6,78,67,41,43,36,34,False
328,CHA,5,14,78,80,30,43,57,59,SEA,11,10,75,93,35,47,45,59,False
329,CLE,12,8,59,79,27,34,16,30,CHN,10,9,67,95,41,51,40,36,False
330,HOU,16,8,70,99,33,56,22,20,ANA,15,8,65,112,32,60,60,21,False
331,KCA,5,15,68,85,29,31,45,51,MIL,14,9,76,86,39,38,27,31,False
332,NYA,12,9,103,66,67,38,36,41,MIN,8,9,66,74,28,38,29,52,True
333,TEX,8,16,81,79,39,35,63,30,OAK,12,11,101,88,50,54,34,47,False
334,TOR,13,8,90,67,63,39,39,39,BOS,17,4,95,97,62,50,33,21,True
335,CIN,5,18,79,67,39,26,58,43,ATL,12,10,97,90,61,43,33,42,False
336,COL,13,12,83,60,43,36,60,33,SDN,9,16,70,76,38,34,44,37,True
337,LAN,11,11,79,84,39,42,43,34,MIA,6,17,86,67,32,29,44,67,False
338,PHI,14,8,84,72,60,37,28,37,ARI,16,6,71,76,35,48,21,33,True
339,PIT,12,10,78,75,46,34,33,45,DET,9,11,100,45,56,21,38,23,False
340,PIT,12,11,92,75,56,34,43,45,DET,10,11,100,65,56,32,38,30,True
341,SFN,11,12,78,80,36,30,31,32,WAS,10,14,73,72,26,38,36,52,False
342,SLN,13,9,79,92,39,57,32,29,NYN,15,6,78,73,41,49,36,39,True
343,BAL,6,17,55,89,19,45,39,54,TBA,8,13,97,65,45,29,46,45,False
344,CHA,5,15,72,80,23,43,49,59,SEA,12,10,75,88,35,47,45,49,False
345,CLE,12,9,68,79,30,34,26,30,CHN,11,9,67,97,41,52,40,32,True
346,HOU,16,9,73,99,34,56,29,20,ANA,16,8,65,114,32,67,60,27,True
347,KCA,5,16,74,85,31,31,50,51,MIL,15,9,76,98,39,43,27,33,False
348,NYA,13,9,106,66,72,38,31,41,MIN,8,10,66,79,28,39,29,60,True
349,TEX,8,17,74,79,36,35,59,30,OAK,13,11,101,96,50,57,34,49,True
350,TOR,14,8,93,67,66,39,37,39,BOS,17,5,95,99,62,51,33,23,False
351,CHN,11,10,67,94,41,53,40,30,MIL,16,9,76,96,39,46,27,34,True
352,CIN,5,19,84,67,43,26,60,43,ATL,13,10,97,92,61,39,33,43,False
353,PHI,15,8,74,72,45,37,28,37,ARI,16,7,71,72,35,48,21,37,False
354,PIT,13,11,102,75,58,34,42,45,DET,10,12,100,72,56,35,38,37,True
355,SLN,14,9,84,92,46,57,30,29,NYN,15,7,78,72,41,43,36,43,True
356,BAL,6,18,55,89,20,45,45,54,TBA,9,13,97,79,45,37,46,49,False
357,CLE,13,9,74,79,33,34,27,30,SEA,13,10,75,88,35,49,45,48,False
358,KCA,5,17,81,85,33,31,54,51,CHA,5,16,71,80,25,43,47,59,False
359,NYA,14,9,106,66,71,38,32,41,MIN,8,11,66,81,28,41,29,64,True
360,TOR,14,9,94,67,66,39,37,39,BOS,18,5,95,99,62,53,33,25,False
361,CHN,12,10,74,94,42,53,40,30,MIL,16,10,76,91,39,38,27,29,True
362,MIA,7,17,86,73,32,35,44,53,COL,14,12,82,60,45,36,60,33,False
363,PHI,15,9,76,72,44,37,31,37,ATL,14,10,97,97,61,44,33,44,True
364,PIT,14,11,100,75,56,34,35,45,SLN,15,9,85,92,45,57,31,29,True
365,SDN,9,17,70,74,38,36,44,40,NYN,15,8,78,73,41,43,36,45,False
366,SFN,11,13,85,80,38,30,43,32,LAN,11,12,77,84,41,42,49,34,True
367,WAS,11,14,73,81,26,46,36,41,ARI,17,7,71,78,35,53,21,34,False
368,ANA,16,9,65,106,32,61,60,29,NYA,15,9,95,66,68,38,27,41,False
369,BAL,6,19,68,89,23,45,47,54,DET,10,13,100,80,56,35,38,38,True
370,BOS,19,5,95,95,62,51,33,26,TBA,10,13,97,92,45,45,46,54,False
371,CLE,13,10,77,79,34,34,30,30,SEA,14,10,75,86,35,44,45,48,True
372,HOU,17,9,68,99,29,56,27,20,OAK,13,12,101,87,50,51,34,45,False
373,KCA,5,18,84,85,30,31,46,51,CHA,6,16,71,89,25,49,47,62,False
374,MIN,8,12,66,80,28,39,29,65,CIN,5,20,78,67,40,26,54,43,False
375,TOR,14,10,91,67,66,39,39,39,TEX,9,17,74,79,35,35,60,30,False
376,CHN,13,10,81,94,44,53,41,30,MIL,16,11,76,83,39,33,27,28,True
377,MIA,7,18,82,73,26,35,36,53,COL,15,12,82,61,45,33,60,25,True
378,PHI,16,9,79,72,45,37,29,37,ATL,14,11,97,98,61,42,33,51,False
379,PIT,15,11,102,75,57,34,37,45,SLN,15,10,85,90,45,57,31,33,True
380,SDN,9,18,68,74,31,36,45,40,NYN,16,8,78,73,41,42,36,41,True
381,SFN,12,13,85,80,39,30,41,32,LAN,11,13,77,92,41,46,49,40,False
382,SFN,12,14,85,80,35,30,54,32,LAN,12,13,77,112,41,60,49,46,True
383,WAS,11,15,78,81,29,46,33,41,ARI,18,7,71,77,35,54,21,37,False
384,ANA,16,10,65,106,32,61,61,29,NYA,16,9,95,73,68,42,27,44,False
385,BAL,7,19,73,89,29,45,40,54,DET,10,14,100,65,56,26,38,37,False
386,BOS,19,6,103,95,65,51,37,26,TBA,11,13,97,95,45,45,46,47,False
387,CLE,14,10,84,79,40,34,34,30,SEA,14,11,75,90,35,49,45,44,False
388,HOU,17,10,66,99,27,56,34,20,OAK,14,12,101,90,50,52,34,42,True
389,KCA,5,19,90,85,29,31,49,51,CHA,7,16,71,87,25,42,47,58,False
390,KCA,5,20,83,85,20,31,57,51,CHA,8,16,71,94,25,46,47,55,True
391,MIN,8,13,80,80,36,39,43,65,CIN,6,20,78,86,40,40,54,46,True
392,TOR,14,11,89,67,63,39,41,39,TEX,10,17,74,82,35,40,60,31,False
393,CHN,14,10,87,94,47,53,41,30,MIL,16,12,76,74,39,28,27,27,True
394,MIA,8,18,82,73,25,35,37,53,COL,15,13,82,56,45,29,60,26,True
395,PHI,16,10,78,72,40,37,32,37,ATL,15,11,97,105,61,46,33,50,False
396,PIT,16,11,96,75,49,34,36,45,SLN,15,11,85,82,45,51,31,34,True
397,SDN,10,18,75,74,42,36,42,40,NYN,16,9,78,71,41,41,36,52,False
398,SFN,13,14,77,80,36,30,53,32,LAN,12,14,77,98,41,55,49,46,True
399,WAS,11,16,81,81,30,46,34,41,ARI,19,7,71,81,35,56,21,39,True
400,ANA,16,11,58,106,23,61,59,29,NYA,17,9,95,87,68,51,27,45,False
401,BAL,7,20,72,89,33,45,41,54,DET,11,14,100,72,56,29,38,41,True
402,BOS,19,7,105,95,67,51,46,26,TBA,12,13,97,107,45,54,46,46,True
403,CLE,14,11,86,79,41,34,43,30,SEA,15,11,75,93,35,53,45,45,False
404,HOU,18,10,75,99,37,56,31,20,OAK,14,13,101,90,50,51,34,46,True
405,KCA,6,20,84,85,22,31,51,51,CHA,8,17,71,94,25,46,47,56,True
406,MIN,9,13,88,80,39,39,44,65,CIN,6,21,78,81,40,36,54,44,False
407,TOR,14,12,92,67,63,39,44,39,TEX,11,17,74,81,35,41,60,34,True
408,ARI,19,8,71,83,35,53,21,37,LAN,12,15,77,102,41,56,49,44,True
409,CHN,15,10,82,94,44,53,33,30,COL,15,14,82,56,45,26,60,28,True
410,CIN,7,21,78,92,40,43,54,40,MIL,16,13,76,65,39,25,27,24,False
411,MIA,9,18,77,73,25,35,30,53,PHI,16,11,77,72,37,37,39,37,True
412,SFN,14,14,75,80,39,30,53,32,SDN,10,19,80,74,43,36,56,40,True
413,WAS,12,16,75,81,27,46,29,41,PIT,17,11,98,75,50,34,29,45,True
414,BOS,20,7,103,95,61,51,46,26,KCA,7,20,89,85,25,31,52,51,True
415,CLE,14,12,90,79,43,34,53,30,TEX,11,18,74,83,35,41,60,37,True
416,DET,11,15,100,78,56,31,38,46,TBA,12,14,97,111,45,55,46,47,False
417,HOU,19,10,76,99,43,56,35,20,NYA,18,9,95,80,68,47,27,45,True
418,MIN,9,14,88,80,37,39,51,65,TOR,15,12,86,67,57,39,41,39,False
419,ARI,20,8,79,83,41,53,24,37,LAN,12,16,77,108,41,61,49,48,True
420,CHN,16,10,72,94,35,53,28,30,COL,15,15,82,54,45,24,60,30,False
421,CIN,7,22,78,92,41,43,54,40,MIL,17,13,76,66,39,27,27,27,False
422,MIA,10,18,81,73,31,35,30,53,PHI,16,12,77,70,37,36,39,41,True
423,NYN,17,9,78,81,41,47,36,48,ATL,16,11,97,111,61,55,33,49,False
424,SFN,15,14,80,80,44,30,54,32,SDN,10,20,80,80,43,39,56,42,False
425,SLN,15,12,85,75,45,47,31,34,CHA,8,18,71,94,25,45,47,47,True
426,WAS,13,16,78,81,28,46,31,41,PIT,17,12,98,69,50,28,29,43,True
427,ANA,16,12,57,106,20,61,54,29,BAL,8,20,77,89,37,45,43,54,True
428,BOS,21,7,105,95,62,51,45,26,KCA,7,21,89,87,25,35,52,57,False
429,CLE,15,12,98,79,47,34,57,30,TEX,11,19,74,82,35,42,60,40,False
430,DET,11,16,95,78,52,31,40,46,TBA,13,14,97,109,45,55,46,39,True
431,HOU,20,10,75,99,41,56,36,20,NYA,18,10,95,75,68,44,27,45,False
432,MIN,9,15,89,80,38,39,46,65,TOR,16,12,86,75,57,44,41,39,False
433,SEA,16,11,75,101,35,60,45,47,OAK,14,14,101,94,50,55,34,48,True
434,ARI,21,8,75,83,37,53,19,37,LAN,12,17,77,100,41,60,49,45,False
435,CHN,16,11,68,94,35,53,25,30,COL,16,15,82,53,45,25,60,30,False
436,CIN,7,23,84,92,46,43,61,40,MIL,18,13,76,65,39,29,27,26,False
437,MIA,11,18,79,73,31,35,28,53,PHI,16,13,77,72,37,35,39,33,False
438,NYN,17,10,76,81,37,47,37,48,ATL,17,11,97,115,61,53,33,48,False
439,SFN,15,15,78,80,42,30,53,32,SDN,11,20,80,72,43,35,56,38,True
440,SLN,16,12,87,75,47,47,29,34,CHA,8,19,71,92,25,43,47,48,True
441,WAS,14,16,80,81,37,46,34,41,PIT,17,13,98,69,50,27,29,40,True
442,ANA,17,12,60,106,16,61,55,29,BAL,8,21,77,83,37,42,43,55,True
443,BOS,21,8,106,95,54,51,50,26,KCA,8,21,89,99,25,40,52,63,True
444,CLE,15,13,101,79,48,34,64,30,TEX,12,19,74,91,35,48,60,42,True
445,DET,12,16,99,78,54,31,40,46,TBA,13,15,97,106,45,49,46,33,True
446,HOU,20,11,73,99,39,56,38,20,NYA,19,10,95,78,68,44,27,41,False
447,MIN,9,16,91,80,42,39,51,65,TOR,17,12,86,74,57,42,41,39,True
448,SEA,17,11,78,101,39,60,47,47,OAK,14,15,101,77,50,43,34,49,False
449,ARI,21,9,73,83,32,53,20,37,LAN,13,17,77,96,41,60,49,45,False
450,NYN,17,11,72,81,36,47,39,48,ATL,18,11,97,114,61,57,33,48,False
451,WAS,15,16,84,81,41,46,31,41,PIT,17,14,98,69,50,24,29,45,True
452,ANA,18,12,65,106,25,61,52,29,BAL,8,22,77,84,37,42,43,60,True
453,CHA,8,20,71,95,25,45,47,48,MIN,10,16,92,80,42,39,50,65,True
454,CLE,16,13,101,79,52,34,65,30,TOR,17,13,86,70,57,35,41,42,False
455,CLE,16,14,105,79,59,34,71,30,TOR,18,13,86,80,57,47,41,52,True
456,HOU,20,12,70,99,34,56,36,20,NYA,20,10,95,82,68,44,27,34,False
457,KCA,8,22,89,99,25,43,52,66,DET,13,16,96,78,51,31,35,46,True
458,SEA,17,12,77,101,36,60,44,47,OAK,15,15,101,77,50,42,34,44,True
459,TEX,12,20,74,88,35,46,60,49,BOS,22,8,106,95,53,51,44,26,True
460,ARI,21,10,72,83,31,53,25,37,HOU,20,13,76,99,37,56,39,20,False
461,ATL,19,11,97,114,61,58,33,36,SFN,16,15,86,80,48,30,50,32,False
462,CIN,7,24,81,92,44,43,51,40,MIA,11,19,73,73,25,35,26,53,True
463,MIL,19,13,76,68,39,27,27,26,PIT,17,15,98,69,50,23,29,42,False
464,NYN,17,12,68,81,34,47,50,48,COL,17,15,82,66,45,33,60,26,False
465,SDN,11,21,80,70,43,34,56,46,LAN,14,17,77,94,41,53,49,43,False
466,SLN,17,12,83,75,46,47,26,34,CHN,16,12,68,94,37,53,29,30,True
467,WAS,16,16,84,81,43,46,27,41,PHI,17,13,77,81,37,40,39,31,True
468,CHA,9,20,75,95,30,45,51,48,MIN,10,17,92,77,42,37,50,69,False
469,KCA,9,22,93,99,34,43,51,66,DET,13,17,96,91,51,37,35,54,True
470,NYA,21,10,95,80,68,49,27,30,CLE,17,14,112,79,68,34,65,30,True
471,OAK,15,16,101,73,50,35,34,39,BAL,8,23,77,86,37,42,43,64,True
472,SEA,18,12,76,101,35,60,41,47,ANA,19,12,74,106,37,61,46,29,False
473,TBA,13,16,97,100,45,46,46,33,TOR,18,14,86,81,57,48,41,60,True
474,TEX,13,20,76,88,41,46,60,49,BOS,22,9,106,92,53,52,44,32,False
475,ARI,21,11,70,83,30,53,33,37,HOU,21,13,76,106,37,62,39,20,True
476,ATL,19,12,86,114,51,58,40,36,SFN,17,15,86,83,48,34,50,35,False
477,CIN,8,24,81,92,45,43,47,40,MIA,11,20,73,71,25,30,26,54,False
478,MIL,19,14,73,68,38,27,29,26,PIT,18,15,98,73,50,28,29,46,True
479,NYN,17,13,75,81,37,47,56,48,COL,18,15,82,71,45,35,60,30,False
480,SDN,11,22,79,70,43,34,57,46,LAN,15,17,77,92,41,50,49,41,True
481,SLN,18,12,83,75,45,47,25,34,CHN,16,13,68,102,37,55,29,29,True
482,WAS,17,16,89,81,49,46,29,41,PHI,17,14,77,83,37,42,39,34,False
483,CHA,9,21,75,95,30,45,51,48,MIN,11,17,92,82,42,40,50,68,False
484,KCA,10,22,88,99,34,43,48,66,DET,13,18,96,94,51,38,35,56,False
485,NYA,22,10,91,80,63,49,33,30,CLE,17,15,112,82,68,35,65,31,True
486,OAK,16,16,103,73,53,35,37,39,BAL,8,24,77,79,37,38,43,64,True
487,SEA,18,13,70,101,28,60,42,47,ANA,20,12,74,104,37,58,46,25,True
488,TBA,14,16,99,100,50,46,46,33,TOR,18,15,86,78,57,42,41,62,True
489,TEX,13,21,72,88,39,46,58,49,BOS,23,9,106,84,53,47,44,32,False
490,ARI,22,11,66,83,31,53,32,37,HOU,21,14,76,106,37,64,39,20,True
491,ATL,19,13,89,114,52,58,44,36,SFN,18,15,86,91,48,44,50,32,False
492,CIN,8,25,78,92,44,43,47,40,MIA,12,20,73,74,25,35,26,42,False
493,MIL,20,14,78,68,40,27,29,26,PIT,18,16,98,64,50,24,29,47,False
494,NYN,17,14,72,81,32,47,54,48,COL,19,15,82,70,45,31,60,28,False
495,SDN,12,22,80,70,45,34,61,46,LAN,15,18,77,84,41,43,49,44,True
496,SLN,19,12,83,75,50,47,28,34,CHN,16,14,68,101,37,54,29,36,True
497,WAS,17,17,79,81,44,46,30,41,PHI,18,14,77,83,37,43,39,34,True
498,CHA,9,22,80,95,28,45,54,48,MIN,12,17,92,84,42,41,50,69,False
499,KCA,10,23,87,99,33,43,47,66,DET,14,18,96,103,51,40,35,52,True
500,NYA,23,10,91,80,66,49,28,30,CLE,17,16,112,80,68,32,65,34,True
501,OAK,17,16,99,73,54,35,33,39,BAL,8,25,77,77,37,35,43,59,True
502,SEA,19,13,68,101,26,60,42,47,ANA,20,13,74,108,37,58,46,30,False
503,TBA,15,16,101,100,53,46,47,33,TOR,18,16,86,79,57,43,41,60,False
504,TEX,13,22,71,88,43,46,52,49,BOS,24,9,106,79,53,43,44,37,False
505,CHN,16,15,68,103,37,54,29,35,MIA,13,20,73,74,25,35,26,46,True
506,CIN,8,26,82,92,47,43,50,40,NYN,17,15,74,81,33,47,52,48,False
507,PHI,18,15,77,79,37,38,39,36,SFN,19,15,86,92,48,44,50,29,True
508,SDN,13,22,80,70,43,34,57,46,WAS,18,17,81,81,47,46,28,41,False
509,SLN,20,12,85,75,50,47,28,34,MIN,13,17,92,81,42,39,50,65,False
510,OAK,18,16,97,73,51,35,32,39,HOU,21,15,76,100,37,58,39,13,False
511,TEX,13,23,71,88,42,46,53,49,DET,14,19,96,104,51,39,35,50,True
512,CHN,17,15,73,103,39,54,22,35,MIA,13,21,73,75,25,34,26,48,True
513,CIN,8,27,80,92,43,43,54,40,NYN,18,15,74,89,33,50,52,53,True
514,COL,20,15,82,73,45,32,60,30,ANA,21,13,74,102,37,56,46,31,True
515,LAN,15,19,77,85,41,39,49,41,ARI,23,11,64,83,30,53,32,37,False
516,MIL,20,15,77,68,40,27,35,26,CLE,17,17,112,83,68,33,65,28,True
517,PHI,19,15,80,79,41,38,39,36,SFN,19,16,86,91,48,43,50,30,True
518,SDN,13,23,77,70,39,34,64,46,WAS,19,17,81,83,47,53,28,43,False
519,SLN,20,13,81,75,46,47,31,34,MIN,14,17,92,83,42,44,50,55,False
520,BAL,8,26,77,71,37,33,43,52,KCA,11,23,88,99,35,43,44,66,False
521,CHA,9,23,77,95,28,45,57,48,PIT,19,16,98,75,50,32,29,40,False
522,NYA,24,10,89,80,69,49,30,30,BOS,25,9,106,75,53,41,44,36,True
523,OAK,18,17,93,73,50,35,39,39,HOU,22,15,76,117,37,71,39,13,False
524,TBA,15,17,101,100,50,46,41,33,ATL,19,14,83,114,42,58,43,36,False
525,TEX,14,23,72,88,47,46,52,49,DET,14,20,96,97,51,33,35,48,False
526,TOR,19,16,86,77,57,36,41,56,SEA,19,14,72,101,27,60,48,47,False
527,CHN,18,15,75,103,40,54,20,35,MIA,13,22,73,75,25,37,26,45,True
528,CIN,9,27,80,92,42,43,49,40,NYN,18,16,74,89,33,48,52,48,True
529,COL,21,15,83,73,49,32,58,30,ANA,21,14,74,99,37,51,46,33,False
530,LAN,15,20,74,85,40,39,41,41,ARI,24,11,64,86,30,54,32,39,True
531,MIL,21,15,78,68,40,27,27,26,CLE,17,18,112,82,68,33,65,28,False
532,PHI,20,15,80,79,43,38,40,36,SFN,19,17,86,96,48,45,50,33,True
533,SDN,13,24,74,70,36,34,59,46,WAS,20,17,81,82,47,49,28,38,True
534,BAL,8,27,80,71,39,33,55,52,KCA,12,23,88,108,35,56,44,66,True
535,CHA,9,24,86,95,34,45,57,48,PIT,20,16,98,85,50,41,29,44,False
536,NYA,25,10,84,80,67,49,24,30,BOS,25,10,106,72,53,36,44,36,True
537,OAK,18,18,91,73,45,35,42,39,HOU,23,15,76,120,37,71,39,14,False
538,TBA,15,18,95,100,46,46,35,33,ATL,20,14,83,111,42,56,43,26,False
539,TEX,14,24,73,88,44,46,49,49,DET,15,20,96,99,51,37,35,45,True
540,TOR,19,17,80,77,54,36,42,56,SEA,20,14,72,99,27,59,48,45,True
541,ARI,24,12,64,84,30,51,32,38,WAS,20,18,81,80,47,45,28,38,False
542,COL,21,16,84,73,43,32,59,30,MIL,21,16,75,68,40,27,33,26,False
543,LAN,16,20,71,85,37,39,39,41,CIN,10,27,73,92,40,43,46,40,False
544,MIA,13,23,73,74,25,36,26,53,ATL,21,14,83,106,42,54,43,21,False
545,PHI,21,15,83,79,47,38,41,36,SFN,19,18,86,96,48,44,50,41,True
546,SDN,14,24,77,70,36,34,53,46,SLN,20,14,71,75,38,47,35,34,False
547,ANA,22,14,74,96,37,52,46,32,MIN,15,17,92,84,42,44,50,48,True
548,BAL,9,27,83,71,41,33,57,52,KCA,12,24,88,106,35,55,44,66,True
549,NYA,26,10,87,80,68,49,29,30,BOS,25,11,106,84,53,42,44,42,False
550,TOR,20,17,79,77,48,36,40,56,SEA,20,15,72,91,27,52,48,43,False
551,ARI,24,13,71,84,30,51,32,38,WAS,21,18,81,84,47,41,28,28,False
552,CHN,19,15,78,103,45,54,21,35,CHA,9,25,92,95,38,45,53,48,True
553,COL,21,17,84,73,42,32,59,30,MIL,22,16,75,76,40,32,33,25,False
554,LAN,16,21,67,85,37,39,34,41,CIN,11,27,73,90,40,44,46,37,False
555,MIA,13,24,76,74,26,36,31,53,ATL,22,14,83,109,42,59,43,18,True
556,PHI,22,15,86,79,50,38,42,36,NYN,18,17,74,84,33,44,52,47,False
557,PIT,21,16,98,84,50,45,29,44,SFN,19,19,86,96,48,46,50,44,True
558,SDN,14,25,74,70,33,34,43,46,SLN,21,14,71,74,38,44,35,35,False
559,ANA,23,14,82,96,42,52,43,32,MIN,15,18,92,86,42,47,50,41,False
560,BAL,10,27,95,71,52,33,58,52,TBA,15,19,90,100,42,46,36,33,True
561,CLE,18,18,112,81,68,33,65,29,KCA,12,25,88,108,35,56,44,64,False
562,HOU,24,15,76,118,37,69,39,15,TEX,15,24,72,88,42,46,49,49,False
563,NYA,26,11,83,80,66,49,33,30,OAK,18,19,82,73,36,35,44,39,False
564,TOR,20,18,78,77,45,36,45,56,BOS,26,11,106,88,53,46,44,42,True
565,ARI,24,14,66,84,25,51,33,38,WAS,22,18,81,81,47,39,28,27,False
566,CHN,20,15,86,103,55,54,23,35,CHA,9,26,92,94,38,46,53,49,True
567,COL,21,18,91,73,47,32,67,30,MIL,23,16,75,81,40,38,33,33,True
568,LAN,16,22,64,85,32,39,38,41,CIN,12,27,73,86,40,40,46,35,False
569,MIA,14,24,76,74,28,36,31,53,ATL,22,15,83,101,42,55,43,20,False
570,PIT,22,16,102,84,56,45,31,44,SFN,19,20,86,96,48,40,50,54,True
571,SDN,14,26,79,70,36,34,47,46,SLN,22,14,71,74,38,40,35,37,True
572,ANA,23,15,87,96,45,52,40,32,MIN,16,18,92,90,42,51,50,37,False
573,BAL,11,27,99,71,58,33,55,52,TBA,15,20,90,104,42,44,36,40,True
574,BAL,12,27,99,71,61,33,56,52,TBA,15,21,90,108,42,46,36,44,False
575,CLE,18,19,114,81,74,33,71,29,KCA,13,25,88,111,35,64,44,70,True
576,DET,15,21,96,101,51,41,35,49,SEA,21,15,72,98,27,57,48,39,True
577,DET,16,21,99,101,52,41,36,49,SEA,21,16,72,93,27,56,48,33,False
578,HOU,24,16,70,118,37,69,38,15,TEX,16,24,72,88,42,44,49,48,True
579,NYA,26,12,77,80,57,49,42,30,OAK,19,19,82,80,36,43,44,40,True
580,TOR,21,18,71,77,37,36,42,56,BOS,26,12,106,85,53,45,44,43,False
581,ARI,24,15,65,84,23,51,33,38,WAS,23,18,81,86,47,41,28,24,False
582,CHN,21,15,88,103,61,54,26,35,CHA,9,27,92,94,38,48,53,47,False
583,COL,22,18,89,73,47,32,52,30,MIL,23,17,75,78,40,33,33,35,False
584,LAN,16,23,70,85,33,39,38,41,CIN,13,27,73,96,40,45,46,36,False
585,MIA,14,25,80,74,32,36,39,53,ATL,23,15,83,104,42,62,43,14,False
586,PHI,22,16,86,79,47,38,37,36,NYN,19,17,74,86,33,44,52,44,True
587,PIT,23,16,106,84,60,45,30,44,SFN,19,21,86,99,48,42,50,56,False
588,SDN,15,26,73,70,25,34,46,46,SLN,22,15,71,70,38,36,35,36,True
589,ANA,23,16,88,96,44,52,42,32,MIN,17,18,92,90,42,52,50,33,True
590,BAL,12,28,98,71,60,33,57,52,TBA,16,21,90,106,42,47,36,43,True
591,CLE,19,19,116,81,76,33,68,29,KCA,13,26,88,113,35,64,44,73,True
592,DET,16,22,95,101,51,41,40,49,SEA,22,16,72,101,27,64,48,38,True
593,HOU,25,16,64,118,35,69,31,15,TEX,16,25,72,84,42,41,49,46,True
594,NYA,27,12,78,80,56,49,47,30,OAK,19,20,82,72,36,40,44,43,True
595,TOR,21,19,73,77,35,36,44,56,BOS,27,12,106,91,53,46,44,42,False
596,ARI,24,16,61,84,20,51,34,38,MIL,24,17,75,85,40,40,33,37,False
597,CHN,21,16,85,103,61,54,30,35,ATL,24,15,83,103,42,62,43,16,False
598,SDN,16,26,70,70,28,34,35,46,COL,22,19,90,73,45,32,57,30,False
599,SFN,20,21,86,99,48,44,50,54,CIN,14,27,73,102,40,50,46,36,True
600,ANA,24,16,89,96,44,52,39,32,HOU,26,16,68,118,36,69,30,15,True
601,BOS,28,12,106,91,53,46,44,41,OAK,19,21,82,72,36,39,44,47,False
602,DET,17,22,87,101,43,41,34,49,CLE,20,19,118,81,81,33,63,29,True
603,KCA,13,27,88,111,35,62,44,72,TBA,16,22,90,98,42,40,36,55,False
604,MIN,17,19,92,89,42,50,50,32,SEA,22,17,72,104,27,64,48,40,False
605,ARI,24,17,56,84,18,51,39,38,MIL,25,17,75,91,40,45,33,37,True
606,ATL,25,15,83,101,42,58,43,20,CHN,21,17,88,103,64,54,36,35,False
607,MIA,14,26,77,74,32,36,36,53,LAN,16,24,68,85,32,39,42,41,True
608,NYN,19,18,74,91,33,40,52,43,TOR,21,20,77,77,36,36,45,56,True
609,PIT,23,17,108,84,60,45,33,44,CHA,10,27,92,84,38,42,53,38,True
610,SDN,16,27,78,70,31,34,37,46,COL,23,19,90,77,45,36,57,23,True
611,SFN,21,21,94,99,54,44,55,54,CIN,14,28,73,106,40,55,46,41,True
612,WAS,24,18,81,86,47,44,28,24,NYA,28,12,79,80,55,49,45,30,True
613,ANA,25,16,87,96,43,52,37,32,HOU,26,17,68,112,36,61,30,15,False
614,BOS,28,13,107,91,52,46,47,41,OAK,20,21,82,79,36,43,44,47,False
615,DET,18,22,89,101,46,41,34,49,CLE,20,20,118,76,81,35,63,34,True
616,KCA,13,28,87,111,34,62,42,72,TBA,17,22,90,96,42,38,36,53,False
617,MIN,17,20,87,89,33,50,44,32,SLN,22,16,71,68,38,33,35,40,True
618,SEA,23,17,72,100,27,59,48,36,TEX,16,26,72,78,42,35,49,50,True
619,ARI,25,17,53,84,18,51,38,38,MIL,25,18,75,94,40,46,33,36,False
620,ATL,25,16,81,101,38,58,44,20,CHN,22,17,88,101,64,51,36,35,True
621,MIA,15,26,83,74,35,36,37,53,LAN,16,25,68,70,32,27,42,38,True
622,NYN,20,18,83,91,42,40,54,43,TOR,21,21,77,79,36,37,45,62,False
623,PIT,24,17,105,84,57,45,31,44,CHA,10,28,92,82,38,36,53,42,True
624,SFN,22,21,98,99,56,44,53,54,CIN,14,29,73,106,40,55,46,42,False
625,ANA,25,17,88,96,45,52,34,32,HOU,27,17,68,106,36,56,30,18,False
626,BAL,13,28,101,71,72,33,51,52,PHI,23,16,84,79,46,38,38,36,False
627,BOS,28,14,106,91,50,46,49,41,OAK,21,21,82,78,36,40,44,49,True
628,DET,19,22,94,101,53,41,40,49,CLE,20,21,118,83,81,42,63,40,False
629,KCA,13,29,86,111,36,62,42,72,TBA,18,22,90,88,42,33,36,52,False
